zone,url
,http://mirror.lchost.net/debian/
,http://mirror.mythic-beasts.com/debian/
,http://mirror.ox.ac.uk/debian/
,http://mirror.positive-internet.com/debian/
,http://mirrors.coreix.net/debian/
,http://mirrorservice.org/sites/ftp.debian.org/debian/
,http://mirror.vinehost.net/debian/
,http://ukdebian.mirror.anlx.net/debian/
,http://uk.mirrors.clouvider.net/debian/
United States,
,http://ftp.us.debian.org/debian/
,http://atl.mirrors.clouvider.net/debian/
,http://debian-archive.trafficmanager.net/debian/
,http://debian.cc.lehigh.edu/debian/
,http://debian.csail.mit.edu/debian/
,http://debian.mirror.constant.com/debian/
,http://debian.osuosl.org/debian/
,http://debian.uchicago.edu/debian/
,http://la.mirrors.clouvider.net/debian/
,http://lethe.chinstrap.org/debian/
,http://mirror.0x626b.com/debian/
,http://mirror.keystealth.org/debian/
,http://mirrors.accretive-networks.net/debian/
,http://mirrors.bloomu.edu/debian/
,http://mirror.siena.edu/debian/
,http://mirrors.iu13.net/debian/
,http://mirrors.lug.mtu.edu/debian/
,http://mirrors.ocf.berkeley.edu/debian/
,http://mirrors.vcea.wsu.edu/debian/
,http://mirrors.wikimedia.org/debian/
,http://mirrors.xtom.com/debian/
,http://mirror.us.leaseweb.net/debian/
,http://mirror.us.mirhosting.net/debian/
,http://mirror.us.oneandone.net/debian/
,http://nyc.mirrors.clouvider.net/debian/
,http://repo.ialab.dsu.edu/debian/
Uruguay,
,http://debian.repo.cure.edu.uy/debian/
Vietnam,
,http://debian.xtdv.net/debian/
,http://mirror.bizflycloud.vn/debian/
